"seed" "n_samp_tot" "n_samp_per_pop" "sd_fitness_among_inds" "sd_fitness_among_pops" "final_LA" "K" "Bonf_alpha" "numCausalLowMAFsample" "all_corr_phen_temp" "subsamp_corr_phen_temp" "all_corr_phen_sal" "subsamp_corr_phen_sal" "num_causal_prefilter" "num_causal_postfilter" "num_non_causal" "num_neut" "num_causal_temp" "num_causal_sal" "num_multiallelic" "meanFst" "va_temp_total" "va_sal_total" "Va_temp_sample" "Va_sal_sample" "LEA3.2_lfmm2_Va_temp_prop" "LEA3.2_lfmm2_Va_sal_prop" "LEA3.2_lfmm2_TPR_temp" "LEA3.2_lfmm2_TPR_sal" "LEA3.2_lfmm2_FDR_allSNPs_temp" "LEA3.2_lfmm2_FDR_allSNPs_sal" "LEA3.2_lfmm2_FDR_neutSNPs_temp" "LEA3.2_lfmm2_FDR_neutSNPs_sal" "LEA3.2_lfmm2_AUCPR_temp_allSNPs" "LEA3.2_lfmm2_AUCPR_temp_neutSNPs" "LEA3.2_lfmm2_AUCPR_sal_allSNPs" "LEA3.2_lfmm2_AUCPR_sal_neutSNPs" "RDA_Va_temp_prop" "RDA_Va_sal_prop" "RDA_TPR" "RDA_FDR_allSNPs" "RDA_FDR_neutSNPs" "RDA_AUCPR_allSNPs" "RDA_AUCPR_neutSNPs" "cor_RDA20000_RDloadings_tempPhen" "cor_RDA20000_RDloadings_salPhen" "cor_VA_temp_prop" "cor_VA_sal_prop" "cor_TPR_temp" "cor_TPR_sal" "cor_FDR_allSNPs_temp" "cor_FDR_neutSNPs_temp" "cor_FDR_allSNPs_sal" "cor_FDR_neutSNPs_sal" "cor_AUCPR_temp_allSNPs" "cor_AUCPR_temp_neutSNPs" "cor_AUCPR_sal_allSNPs" "cor_AUCPR_sal_neutSNPs" "median_causal_temp_cor" "median_causal_sal_cor" "median_neut_temp_cor" "median_neut_sal_cor" "cor_PC1_temp" "cor_PC1_sal" "cor_PC2_temp" "cor_PC2_sal" "cor_LFMMU1_temp" "cor_LFMMU1_sal" "cor_LFMMU2_temp" "cor_LFMMU2_sal" "cor_PC1_LFMMU1_temp" "cor_PC1_LFMMU1_sal" "cor_PC2_LFMMU1_temp" "cor_PC2_LFMMU1_sal" "cor_af_temp_noutliers" "cor_af_sal_noutliers" "nSNPs" "cor_FPR_temp_neutSNPs" "cor_FPR_sal_neutSNPs" "LEA3.2_lfmm2_mlog10P_tempenv_noutliers" "LEA3.2_lfmm2_mlog10P_salenv_noutliers" "LEA3.2_lfmm2_num_causal_sig_temp" "LEA3.2_lfmm2_num_neut_sig_temp" "LEA3.2_lfmm2_num_causal_sig_sal" "LEA3.2_lfmm2_FPR_neutSNPs_temp" "LEA3.2_lfmm2_FPR_neutSNPs_sal" "RDA1_propvar" "RDA2_propvar" "RDA1_temp_cor" "RDA1_sal_cor" "RDA2_temp_cor" "RDA2_sal_cor" "RDA_mlog10P_sig_noutliers" "RDA_RDAmutpred_cor_tempEffect" "RDA_RDAmutpred_cor_salEffect" "RDA_absRDAmutpred_cor_tempVa" "RDA_absRDAmutpred_cor_salVa"
"1231965" 1000 10 0.148685257448223 0.0932186138505001 0.46166 2 1.70264932234557e-06 1 0.918324842337181 0.84722113295038 0.801115167028571 0.658681500546331 13 8 29358 15418 8 8 0 0.15308494738403 0.0457137567836854 0.0938797899284813 0.0971210524646254 0.0959345023223647 0.12070170649746 0.975540536421586 0.125 0.75 0.916666666666667 0.973913043478261 0 0.877551020408163 0.159552982944326 0.578180248356706 0.159552982944326 0.578180248356706 0.978745436530425 0.875239399410961 0.75 0.998120889445662 0.995548961424332 0.143367346849859 0.353587834097002 0.808638470044291 0.569242243633766 0.966790931413313 0.381249986555059 0.5 0.125 0.999758687258687 0.99949868404562 0.96551724137931 0.96551724137931 0.000395729277469364 0.00080368362046479 0.125694418960306 0.126611043101663 0.438554966300621 0.122687537086878 0.417175647180425 0.0500370273046621 -0.982144164249374 0.00619059130661227 0.117022749264885 -0.0258502369655651 -0.503501488457906 -0.00384577315086747 0.47597907899725 -0.0253150951558305 0.596177549179202 -0.995919822302027 0.793704253807771 -0.0883480606936772 16576 29 29366 0.517252561940589 0.00181605915164094 12 230 1 0 6 0 0.00278894798287716 0.973 0.027 0.999984059090498 -0.00564637626187002 0.00564637626187 0.999984059090499 3193 0.717309628261606 0.649690168949597 0.0241490265992589 0.102880800176337
"1231966" 1000 10 0.137009839006556 0.0635700914532173 0.478584 9 1.50975300440848e-06 0 0.951935614098751 0.851834604361495 0.795963886711271 0.670466530543327 19 17 33101 17310 17 17 0 0.110060482480776 0.0766559135498137 0.11958487439964 0.0765828675343161 0.121264045753305 0.692806856041618 0.920192631711893 0.411764705882353 0.647058823529412 0.9453125 0.95067264573991 0.65 0.0833333333333333 0.185666458993198 0.750637930152853 0.185666458993198 0.750637930152853 0.508915619313739 0.518706349650659 0.647058823529412 0.993483412322275 0.97962962962963 0.0965453902770476 0.520036656105889 0.820790303876989 0.62183844298477 0.828620663868193 0.250761040937893 0.588235294117647 0.117647058823529 0.999377257441774 0.998687147170802 0.888888888888889 0.9 0.00108293856164911 0.00222851922405769 0.100262173621905 0.181539477863072 0.431073040291025 0.101230580022805 0.361891724592935 0.0515784844228468 -0.985947670896802 0.00644696061328567 -0.047716455412981 0.0102974730240298 -0.135933251218491 -0.00792931671969444 0.518929469751242 -0.00865422190829154 0.1863133161153 -0.999855861031156 -0.98191388970329 -0.0017044515179104 16058 18 33118 0.43945696129405 0.00103986135181976 128 223 7 13 11 0.000751010976314269 5.77700751010976e-05 0.97 0.03 0.999967735422056 -0.00803293936780123 0.00803293936780103 0.999967735422056 1688 0.454132762023447 0.437059616972919 0.0265930654818706 0.0347888261721271
"1231967" 1000 10 0.139280569804419 0.0705983966700881 0.461493 9 1.5015015015015e-06 0 0.935902426957837 0.818469883264851 0.775546687381768 0.678200580067034 18 14 33286 17483 12 12 0 0.088387790599752 0.0868845648255935 0.159272820817998 0.0873814732125692 0.164884252860589 0.474979489848049 1 0.0833333333333333 1 0.8 0.878787878787879 0 0.777777777777778 0.275586696686489 0.348063044555535 0.275586696686489 0.348063044555535 0.909395982062256 0.496183037929554 0.571428571428571 0.994670219853431 0.987841945288754 0.0940559734281322 0.0648571882820393 0.786668560789484 0.673780301521525 0.606758551102092 0.027471852702523 0.416666666666667 0.0833333333333333 0.999652633041545 0.99927662037037 0.75 0.75 0.000404195140375888 0.000811842627549769 0.0848132263864079 0.0863589950889825 0.303509757538654 0.116641411684848 0.329653100857955 0.051732295641723 -0.987495107084331 -0.00184471868457489 -0.0546454513351965 -0.019007470271656 -0.150120981810154 -0.00059120694216926 0.449963234426454 -0.0178656372188831 0.209571108328008 0.999828998994537 -0.976441589367547 -0.00491630588531063 14394 4 33300 0.395069496081908 0.000171595263970714 5 99 1 0 12 0 0.00240233369559 0.967 0.033 0.999999999882141 1.53531191528797e-05 -1.53531191531052e-05 0.999999999882141 1501 0.636995995565108 0.689788700776005 0.0454219085875523 0.0782291143738612
"1231968" 1000 10 0.17291260437424 0.120460832617545 0.42223 9 1.23304562268804e-05 0 0.916508913202148 0.813463673575236 0.752556545519805 0.58985830962955 13 9 4046 2085 8 8 0 0.257254376984584 0.0763914517475553 0.176148043347887 0.0740131657520325 0.166023049456691 0 0.513320884663244 0 0.375 NA 0.727272727272727 NA 0.4 0.267252139657233 0.396025135594685 0.267252139657233 0.396025135594685 0.935035658955025 0.597844981559745 0.444444444444444 0.990783410138249 0.981735159817352 0.228984282970117 0.450339481726664 0.724013017797708 0.388778135726941 0.977707800318755 0.436794091066181 0.75 0.125 0.997587454764777 0.995024875621891 0.9 0.909090909090909 0.00400516501400513 0.00728300023749803 0.133043230096883 0.150895798896331 0.462624041937803 0.151215878512767 0.426259939601121 0.0634336276446731 -0.970149065650367 -0.00222028513692036 0.163563218783909 0.0723119327959219 -0.438039025413327 -0.0030727154661007 -0.357734845864341 -0.07293527951793 0.599930156020215 -0.982371355681084 0.785711698332819 -0.177364425561089 2487 10 4055 0.575539568345324 0.00479616306954436 0 11 0 0 3 0 0.000959232613908873 0.968 0.032 0.999980432689674 0.00625573638946987 -0.00625573638947015 0.999980432689672 434 0.767201581152771 0.372878652606666 0.0977014272841793 0.119443724096625
"1231969" 1000 10 0.11357242675186 0.0667758026980318 0.512662 3 1.9250760405036e-06 0 0.847219335571662 0.797719486320374 0.8556270180909 0.790690402908968 8 6 25967 13514 6 6 0 0.131667738192581 0.0628056492923374 0.0677961848585377 0.0897310967544155 0.0952131284060595 0.801798415207187 0.512217414725508 0.333333333333333 0.333333333333333 0.75 0.9 0 0 0.208154869582467 0.448055298518579 0.208154869582467 0.448055298518579 0.995607743855303 0.993122293988613 0.833333333333333 0.990458015267176 0.977678571428571 0.250261077590407 0.520984881780854 0.774813504875326 0.75460657391351 0.91715786278668 0.677593781950117 0.5 0.5 0.999334958989138 0.99867197875166 0.999422854944209 0.998819826907946 0.00260187353957864 0.0058320737344793 0.00126679779671113 0.00260063006824954 0.345070593627192 0.436849376473409 0.193930308967541 0.204633493274259 -0.274366424148188 -0.935749652406812 -0.932349384002286 0.273596820433933 0.0277134440672024 -0.0302775009367724 -0.00842184363849043 0.00049263966190274 -0.966527095457034 0.309340158453738 0.25477072825522 0.950296135254415 4511 5198 25973 0.166937990232352 0.187879236347491 8 20 2 0 2 0 0 0.528 0.472 0.277887726847418 0.960613559797891 0.96061355979789 -0.277887726847418 524 0.931398292863676 0.824127975254802 0.0465409681751279 0.0389844763322905
"1231970" 1000 10 0.0790106642662305 0.0395692098946487 0.547661 2 1.88309731846942e-06 0 0.900425036521437 0.819719158056778 0.93688310153349 0.812390020509456 9 8 26544 14050 7 7 0 0.126102919937097 0.0821633507584189 0.0477133508707175 0.0785012514712819 0.0695243819019147 0.314901082756296 0.533735642975817 0.142857142857143 0.857142857142857 0 0.837837837837838 0 0.454545454545455 0.416620976806483 0.807924320128925 0.416620976806483 0.807924320128925 1 1 1 0.996116504854369 0.991169977924945 0.389451871579709 0.712017314635901 0.788397008594144 0.716142978355217 0.865107266492899 0.69849198705511 0.714285714285714 0.857142857142857 0.999335194787927 0.998597868760516 0.998470948012232 0.99718574108818 0.000724729822321885 0.00129915702656416 0.0491385184821668 0.157627347970573 0.43320214048334 0.546301399172565 0.259131864645986 0.182665330220739 -0.897064710429624 0.284043159614509 0.362367894283611 0.758619003858994 -0.0558580616157074 -0.075679308257242 0.0316495990897451 0.554490702931835 0.429020616559495 -0.966423428534607 0.901020183771745 0.250898574940978 7521 3924 26552 0.253451957295374 0.151316725978648 1 37 1 0 6 0 0.000355871886120996 0.565 0.435 0.989027511269013 -0.147731452145501 0.147731452145501 0.989027511269016 2060 0.805473189140496 0.762914944047725 0.0577381015531624 0.0444795183793752
"1231971" 1000 10 0.0715122738022136 0.029993375031025 0.56853 2 1.538745614575e-06 0 0.941429315143562 0.834118394201381 0.949733035915 0.84711643791488 14 10 32484 17274 10 10 0 0.0724539000214563 0.0648859124789865 0.052378517867788 0.0653646302853707 0.0520405498771319 0.720982102852041 0.990359056584985 0.6 0.7 0.91044776119403 0.883333333333333 0 0.125 0.298142179548221 0.702827663442484 0.298142179548221 0.702827663442484 0.865645183644109 0.995228343913124 0.9 0.995171673819742 0.985049833887043 0.426630933068917 0.804669203228375 0.798773746105818 0.816633652048677 0.718362351912719 0.990359056584985 0.5 0.7 0.999169021106864 0.998402555910543 0.997856049004594 0.996278575225944 0.117021120922428 0.203263269126532 0.148439952135532 0.225597743764866 0.410510962566954 0.470380330965999 0.204570538115997 0.166244829489922 -0.977964566369373 -0.00175651376564916 -0.00200120874115411 0.975498005640513 -0.00351255252638548 -0.00269820205100672 0.0419250209497921 0.100998940930751 0.0052925697206537 0.999298112946822 -0.998503265044026 -0.000458489701418915 6017 3265 32494 0.180907722588862 0.108486743082089 67 60 6 0 7 0 5.78904712284358e-05 0.59 0.41 0.999959811856281 0.00896519226526138 -0.00896519226526071 0.999959811856281 1864 0.630357012665783 0.796068984961736 0.0841022076775796 0.0945204616969651
"1231972" 1000 10 0.0862479328009298 0.0436340805259574 0.557532 3 1.5407370886232e-06 0 0.94687397778398 0.837949749544174 0.930627657047661 0.812087589148853 15 8 32444 17123 8 8 0 0.0591588615291495 0.0500984631164019 0.0764010943675716 0.0503481562342346 0.077467598271992 0.980727889013834 0.99641857515914 0.875 0.75 0.829268292682927 0.684210526315789 0 0 0.586132906047989 0.750355024064962 0.586132906047989 0.750355024064962 0.980727889013834 0.999716373523208 0.875 0.994916485112564 0.986792452830189 0.442559098247792 0.806101620167329 0.817778498528303 0.795350745855174 0.980727889013834 0.99641857515914 0.875 0.75 0.998253057149988 0.996671421778412 0.998290111142776 0.996798292422625 0.127319284984494 0.130723156742853 0.00297380543284853 0.00678579127050827 0.461066925123212 0.48624795549571 0.178433513532284 0.172934441243355 -0.961257292588175 -0.185486712516085 -0.187582178828517 0.962468086048223 0.0165585998827883 -0.0146787790372403 -0.0148175329500895 0.0335894020498406 -0.208252999774718 0.983653572553645 0.977140103785446 0.174901760305109 4007 3509 32452 0.122408456462069 0.10909303276295 41 19 7 0 6 0 0 0.525 0.475 0.990011106050041 0.140989396401196 -0.140989396401196 0.990011106050041 1377 0.831848170175529 0.844882171541685 0.102328270465776 0.0796592601494319
"1231973" 1000 10 0.13010114984123 0.0679613346306261 0.521791 2 5.03524672708963e-06 1 0.924308987818785 0.832624775479646 0.881783965689217 0.767164007037444 10 6 9924 5183 5 5 0 0.172740854852775 0.071498365271417 0.186027987319848 0.0680348131363829 0.177362142094881 0.187328298227973 0.482172673085349 0.2 0.2 0.958333333333333 0 0 0 0.200482226503985 0.200918376832806 0.200482226503985 0.200918376832806 0.474103952097316 0.790622600781762 0.5 0.994186046511628 0.987755102040816 0.310328894731531 0.476060728478474 0.774884362603284 0.703182164192203 0.74024620113402 0.482172673085349 0.8 0.2 0.998759305210918 0.997536945812808 0.999605833661805 0.999105545617174 0.201499449007556 0.203386815380236 0.00101943909649849 0.00168594799237506 0.521237540014329 0.220900251822357 0.257374475937917 0.229819279888461 -0.922967822695879 0.0581263118355912 0.0484769402459777 0.934494658901983 0.0402650471852974 -0.0278388348903191 -0.449851702748209 -0.26848494957997 -0.0947349640610485 -0.99879679180495 -0.993962194252571 0.0324489541834822 3224 2537 9930 0.312560293266448 0.215512251591742 24 1 1 0 1 0 0 0.586 0.414 0.99306906163434 -0.117532288434686 0.117532288434686 0.993069061634338 516 0.684720676782048 0.728561455131281 0.0582644622466655 0.0696189450427385
"1231974" 1000 10 0.135137142309811 0.0791398460062481 0.524249 3 1.933114247052e-06 0 0.839456074185581 0.779225509460606 0.876461343941546 0.807033272127147 12 8 25857 13436 7 7 0 0.144533767319832 0.105493700581583 0.106788583654842 0.174041216905063 0.137100656183543 0 0.856747646405594 0 0.571428571428571 NA 0.857142857142857 NA 0.6 0.24008049165177 0.638953876730876 0.24008049165177 0.638953876730876 0.798636723979026 0.898007768314292 0.75 0.990712074303406 0.973333333333333 0.19918805664035 0.455994971851479 0.726973089945948 0.674841175264211 0.361747842486874 0.85357975816671 0.285714285714286 0.428571428571429 0.999562171628722 0.99911777679753 0.996478873239437 0.994495412844037 0.00144482119451508 0.00316902267316227 0.144946858356289 0.1481581218995 0.194014755986676 0.404279998213718 0.195317383692414 0.126518653362866 0.217741987546064 0.10592720981565 -0.927703191943559 -0.0893558093131768 -0.078832629248008 -0.091873178642971 -0.0846657490834064 0.0652386287546485 -0.988386139640464 -0.997755562094767 -0.133945880446815 0.0353210269917952 4568 852 25865 0.168576957427806 0.0403393867222388 0 28 0 0 4 0 0.000446561476629949 0.764 0.236 0.990989777526856 0.133937525874084 -0.133937525874084 0.990989777526857 646 0.679053436893212 0.68265676939842 0.0320961799751358 0.0653616600045162
"1231975" 1000 10 0.11276744326842 0.0772640629104415 0.529626 2 1.86282180246638e-06 0 0.881774040645014 0.785068891030304 0.922234703085753 0.80676773068407 11 8 26833 14080 7 7 0 0.127263138669249 0.0813170303909401 0.0820355249330017 0.0728779301672515 0.0825925796486675 0 0.846583644963712 0 0.571428571428571 NA 0.975460122699387 NA 0.2 0.175342166113075 0.624803762178989 0.175342166113075 0.624803762178989 0.957591748381348 0.982263611779553 0.875 0.99601593625498 0.989520958083832 0.153945950607114 0.597811207690896 0.738059988667606 0.669109332310829 0.628104807196635 0.3627014408312 0.571428571428571 0.142857142857143 0.999426605504587 0.998830751242327 0.998148148148148 0.997005988023952 0.000579559799458451 0.00119577089900716 0.144586423962772 0.147039375138292 0.4217397186792 0.347517167659645 0.24563569279609 0.10592183208614 -0.806752860262873 0.107043931977934 -0.5247351071444 -0.0472303526845148 -0.0864818469943966 -0.0836774571089484 0.167126195394213 0.0172780568111783 0.617408197478987 -0.924832213884491 -0.784254544742634 0.374761161466704 6976 540 26841 0.242684659090909 0.0236505681818182 0 163 0 0 4 0 7.10227272727273e-05 0.741 0.259 0.997599296987207 -0.0692505787024902 0.0692505787024904 0.997599296987208 1757 0.928549525747908 0.923623303795266 0.0441145375845747 0.102606631362839
"1231976" 1000 10 0.114190797286931 0.0613526992998917 0.549232 2 1.51593245005003e-06 0 0.936737876944361 0.823924117940332 0.901886832601612 0.803202233928407 13 9 32974 17118 7 7 0 0.0829256245998759 0.0935134476633144 0.211299568639831 0.0946503162003478 0.213280952516746 0.381509454183774 0.62561465292678 0 0.571428571428571 1 0.878787878787879 1 0.428571428571429 0.405549946018589 0.721853100631759 0.405549946018589 0.721853100631759 0.931364208380668 0.969639598275461 0.888888888888889 0.99475753604194 0.987711213517665 0.170943822660658 0.176211399633242 0.802776276244477 0.718262283085227 0.225989033922345 0.0738725695545647 0.142857142857143 0.142857142857143 0.999835010724303 0.999640417116145 0.994285714285714 0.991666666666667 0.000250843338332307 0.000467466874885275 0.0120833871769605 0.146303345389782 0.21638364837335 0.29813878683359 0.204781486113216 0.0976239450419915 -0.974978534944907 0.0328463717561621 -0.0646806085316739 0.0131565754980923 -0.0299170587541379 -0.0323166598628322 0.0818522858496779 0.0205843851313808 0.0950687002800255 -0.998657850703895 -0.994434339439044 0.0110473599946558 6061 175 32983 0.162402149783853 0.00695174669938077 33 33 0 32 4 0.00186937726369903 0.000175254118471784 0.812 0.188 0.99901116288339 -0.0444600543677505 0.0444600543677504 0.999011162883387 1526 0.799573798941836 0.699469472236262 0.0643192863738576 0.0787597320999836
"1231977" 1000 10 0.102356149144988 0.0446407506394486 0.550806 2 1.52872473782371e-06 0 0.931829386624937 0.827487392666008 0.914813145308063 0.815444330790687 10 8 32699 17128 7 7 0 0.0671138341421671 0.0639781470331857 0.114604551688069 0.0646932794703681 0.114051634076768 0.893946258743336 0.948383510896078 0.714285714285714 0.714285714285714 0.583333333333333 0.935064935064935 0 0.75 0.246805481026004 0.323692368189754 0.246805481026004 0.323692368189754 0.999419676344467 0.96798416134047 0.875 0.995755003032141 0.989079563182527 0.352940006585851 0.457550866133278 0.8169772630237 0.787491880198454 0.874452497007088 0.326647810884349 0.571428571428571 0.285714285714286 0.998857795545403 0.997842502696872 0.994202898550725 0.990909090909091 0.0099385896302757 0.0198183294967775 0.00372321599021586 0.0129409946989687 0.498368691618109 0.364415521851597 0.171030012514367 0.106040144077607 -0.0700857535111471 -0.010218425646718 -0.976989820678042 -0.0078630537515704 -0.0104228612063225 -0.00559942899459018 0.0396029723110232 0.000334184609555025 0.997283654280992 0.998454536991854 -0.0599812669531222 0.0354655360454317 3502 345 32707 0.108010275572163 0.0127276973376927 12 77 5 0 5 0 0.000875758991125642 0.713 0.287 0.999996518247316 0.00263884316482831 -0.00263884316482821 0.999996518247314 1649 0.964534312931176 0.865119201832795 0.086510058433695 0.114811881958671
"1231978" 1000 10 0.136605372327777 0.0725265723645952 0.523323 2 4.24844931599966e-06 0 0.915096853874804 0.773593825158199 0.895906945485643 0.780708982021734 11 9 11760 6206 8 8 0 0.183771848410557 0.111773779828648 0.152009488099521 0.112819633660927 0.153121984722436 0 0.340473739796454 0 0.375 NA 0.842105263157895 NA 0 0.163188962659614 0.520718113057874 0.163188962659614 0.520718113057874 0.521529851124855 0.929423490301306 0.666666666666667 0.979591836734694 0.924050632911392 0.173070480046018 0.35290306009137 0.718113325820186 0.697674318451627 0.552961401678412 0.218472553754449 0.375 0.25 0.999080036798528 0.998092816274634 0.995085995085995 0.990950226244344 0.00143353386197628 0.00299446881621179 0.00689593219843443 0.0144811697150422 0.312384364538102 0.297516647264215 0.24815941675538 0.120630041540762 -0.91856464895511 0.0814224795814599 -0.0911306139718769 0.135043661467379 -0.00496221418891977 -0.0553548381181788 0.221605793897521 0.0964695805361555 0.110588987785014 -0.998139998130772 -0.992716267955933 -0.00285951018817183 3261 407 11769 0.252980986142443 0.0352884305510796 0 19 0 0 3 0 0 0.751 0.249 0.995565654371252 -0.0940692714777 0.0940692714776999 0.995565654371249 294 0.907721296917736 0.928185817826559 0.0370706011095516 0.0687404008163813
"1231979" 1000 10 0.124827542221215 0.0644345491790689 0.320498 2 1.91365584813227e-06 0 0.850287392990945 0.727478054021549 0.713697429175145 0.660871606484505 13 6 26122 13711 6 6 0 0.177581376782588 0.11725461358945 0.0932441393661194 0.118626151846824 0.0921642335933064 0.573246407176597 0.87070636329108 0.166666666666667 0.5 0.984848484848485 0.981707317073171 0.952380952380952 0.25 0.177981906583663 0.519387527364294 0.177981906583663 0.519387527364294 0.91769705890025 0.895856303236723 0.5 0.994871794871795 0.976190476190476 0.174351085360592 0.389824561127948 0.696647539485019 0.58906782002068 0.780162233515467 0.733654010184793 0.5 0.166666666666667 0.999762282091918 0.999501329787234 0.98 0.979591836734694 0.000363295397760125 0.000716751716602515 0.167712403550776 0.169625533492447 0.395291864243549 0.139714587589339 0.34814015508994 0.0575966431885051 -0.994013201496651 -0.0182128633602371 0.0367086592899334 0.00424326631002178 -0.103390272122842 -0.0200813517219802 0.0533131565926456 0.00295634110536452 0.141421781594696 0.999711872535218 0.985820030026683 -0.00133696443571819 12620 50 26128 0.438552986653052 0.00350083874261542 66 164 1 20 3 0.00145868280942309 7.29341404711545e-05 0.967 0.033 0.999782683357495 0.0208467277644375 -0.0208467277644374 0.999782683357495 585 0.763924992205477 0.595521934941244 0.0296885773492472 0.0452982898791255
"1231980" 1000 10 0.129323688158256 0.0713820266129379 0.3068 1 1.669727834363e-06 0 0.77042935157406 0.663484542249068 0.811355214531874 0.671489465111648 14 8 29937 15719 8 8 0 0.144724984179391 0.232477496199937 0.0843481647423718 0.205317453561116 0.0789862674645 0 0.907410196763291 0 0.875 NA 0.962765957446808 NA 0.222222222222222 0.359394654738081 0.903670978392445 0.359394654738081 0.903670978392445 0.969817618460706 0.907410196763291 0.875 0.997578692493947 0.994672754946728 0.304988660782275 0.669866218768855 0.625779503293707 0.56853266711541 0.718795688141227 0.547260520755558 0.625 0.25 0.99969028741328 0.999322217703674 0.925925925925926 0.931034482758621 0.000247464930357988 0.000453138442018997 0.251325719731148 0.253716938520993 0.416744173004051 0.166473834115923 0.397606004707454 0.0534901348648626 -0.975533259244026 -0.00637499954585738 -0.144990394202643 0.0295861888207742 -0.535605290269119 -0.0078736264874405 NA NA 0.641665337057101 0.99636191103989 -0.74291796751004 -0.0840647081840592 16144 27 29945 0.468986576754246 0.00171766651822635 0 188 0 0 7 0 0.000127234556905656 0.969 0.031 0.999981965629906 0.00600569853973115 -0.00600569853973148 0.999981965629906 2891 0.659246667046666 0.710733377599453 0.0159001091087732 0.115743953333792
"1231981" 1000 10 0.119620773215214 0.0536576243938569 0.314915 9 1.50136624328139e-06 0 0.851942336467124 0.683302437562597 0.807305865975684 0.670196000043475 18 11 33292 17573 10 10 0 0.103985413075947 0.123183441986052 0.125793901725606 0.123974556269798 0.127133904592302 0.236428731538173 0.999934390325591 0.2 0.9 0.928571428571429 0.933823529411765 0.777777777777778 0.867647058823529 0.157458820602542 0.173574888790599 0.157458820602542 0.173574888790599 0.837351910796133 0.773018573474117 0.727272727272727 0.994358251057828 0.986463620981388 0.134814375649704 0.10150085585902 0.658505545961072 0.696480739698812 0.612081098862433 0.0256850188505712 0.4 0.1 0.999739803551682 0.999458581483487 0.952380952380952 0.666666666666667 0.00123095467977799 0.00267528859405954 0.00576923365484752 0.00696320106818363 0.258972846194249 0.104942726149103 0.344894849312009 0.0510202543453497 -0.988808124212518 0.00229861373218791 -0.0377679528934872 -0.0058013566184158 0.103021936816929 -0.00324180823762983 -0.279190226283913 -0.00301928870113026 -0.142589974831199 -0.99979133616389 0.989242232694953 0.0108048019142974 15373 21 33303 0.420190064303192 0.000113810959995448 28 136 2 7 9 0.000398338359984066 0.0033574233198657 0.97 0.03 0.999994713018375 -0.00325175880110897 0.00325175880110939 0.999994713018373 1418 0.495102690100836 0.730727909996995 0.0281057363039645 0.105100439477421
"1231982" 1000 10 0.131270274790757 0.0521619175485459 0.310045 9 1.51295085935609e-06 0 0.816231001448036 0.67888222962066 0.794018352917381 0.680382751925884 18 12 33036 17433 11 11 0 0.0855705745196138 0.161676536992046 0.106602893998193 0.166163409166591 0.109265339007538 0.0900385877206608 0.999484120625126 0.0909090909090909 0.909090909090909 0.888888888888889 0.964664310954064 0 0.375 0.236479781654456 0.877844658796018 0.236479781654456 0.877844658796018 0.507062433048786 0.655123688024125 0.416666666666667 0.997170345217883 0.992295839753467 0.181163403202812 0.418516160956532 0.647243487311805 0.705072634285729 0.52273275574681 0.25205970676803 0.545454545454545 0.0909090909090909 0.999571122230164 0.999085086916743 0.973684210526316 0.974358974358974 0.000356660204114102 0.000677328554343382 0.0970474077248464 0.191223910789531 0.418345648232833 0.18727096260951 0.324970721987772 0.0518461565797872 -0.985680165464664 0.00111860013545115 -0.0460431936225394 0.00787152595729308 0.157323559652214 -0.00344524153406931 -0.485892985601059 0.00886724589530222 -0.210714061043522 -0.999793519076107 0.975807814800382 0.00105814693498942 13990 38 33048 0.375838926174497 0.00217977399185453 9 283 1 0 10 0 0.000344174840819136 0.962 0.038 0.999991790014913 -0.00405214792032931 0.00405214792032879 0.999991790014915 1767 0.458082248655096 0.594107370354713 0.0134592143818417 0.126174543325555
"1231983" 1000 10 0.129002175655287 0.0577679891371715 0.316892 8 5.87751263665217e-06 0 0.810370788986767 0.641711154212461 0.826485954967994 0.659121746682109 19 13 8494 4387 12 12 0 0.18275244971418 0.130599663698632 0.144966868643227 0.130294184677578 0.143700518797014 0 0.648141646740953 0 0.5 1 0.890909090909091 NA 0.142857142857143 0.239834337905108 0.818673883187292 0.239834337905108 0.818673883187292 0.506909402380406 0.260218009670986 0.153846153846154 0.995959595959596 0.989847715736041 0.157810715281519 0.162442354123768 0.616053126912447 0.547650017625674 0.600292744718675 0.13598920131851 0.25 0.0833333333333333 0.999328257948948 0.998560460652591 0.875 0.888888888888889 0.000979921587460823 0.00187249786154027 0.0884644047964668 0.0992789331194324 0.262353983075355 0.110386317896656 0.372295408824102 0.05913173878379 -0.959837589633967 -0.0283117657585433 -0.192298511418255 0.0108524400067367 -0.295423054706379 -0.0240688118532878 0.375327445645536 -0.00830094221397046 0.487688891328759 0.999228866280519 -0.869458017531315 -0.0129785692713166 4466 8 8507 0.474356051971735 0.00182356963756553 4 55 0 0 6 0 0.000227946204695692 0.963 0.037 0.999658859561218 0.0261182790544647 -0.0261182790544647 0.999658859561215 495 0.611822598642436 0.565661433233668 0.0206745797234627 0.0206046109227603
