"seed" "n_samp_tot" "n_samp_per_pop" "sd_fitness_among_inds" "sd_fitness_among_pops" "final_LA" "K" "Bonf_alpha" "numCausalLowMAFsample" "all_corr_phen_temp" "subsamp_corr_phen_temp" "all_corr_phen_sal" "subsamp_corr_phen_sal" "num_causal_prefilter" "num_causal_postfilter" "num_non_causal" "num_neut" "num_causal_temp" "num_causal_sal" "LEA3.2_lfmm2_Va_temp_prop" "LEA3.2_lfmm2_Va_sal_prop" "LEA3.2_lfmm2_TPR_temp" "LEA3.2_lfmm2_TPR_sal" "LEA3.2_lfmm2_FDR_allSNPs_temp" "LEA3.2_lfmm2_FDR_allSNPs_sal" "LEA3.2_lfmm2_FDR_neutSNPs_temp" "LEA3.2_lfmm2_FDR_neutSNPs_sal" "LEA3.2_lfmm2_AUCPR_temp_allSNPs" "LEA3.2_lfmm2_AUCPR_temp_neutSNPs" "LEA3.2_lfmm2_AUCPR_sal_allSNPs" "LEA3.2_lfmm2_AUCPR_sal_neutSNPs" "RDA_Va_temp_prop" "RDA_Va_sal_prop" "RDA_TPR" "RDA_FDR_allSNPs" "RDA_FDR_neutSNPs" "RDA_AUCPR_allSNPs" "RDA_AUCPR_neutSNPs" "cor_RDA20000_RDloadings_tempPhen" "cor_RDA20000_RDloadings_salPhen" "cor_VA_temp_prop" "cor_VA_sal_prop" "cor_TPR_temp" "cor_TPR_sal" "cor_FDR_allSNPs_temp" "cor_FDR_neutSNPs_temp" "cor_FDR_allSNPs_sal" "cor_FDR_neutSNPs_sal" "cor_AUCPR_temp_allSNPs" "cor_AUCPR_temp_neutSNPs" "cor_AUCPR_sal_allSNPs" "cor_AUCPR_sal_neutSNPs" "median_causal_temp_cor" "median_causal_sal_cor" "median_neut_temp_cor" "median_neut_sal_cor" "cor_PC1_temp" "cor_PC1_sal" "cor_PC2_temp" "cor_PC2_sal" "cor_LFMMU1_temp" "cor_LFMMU1_sal" "cor_LFMMU2_temp" "cor_LFMMU2_sal" "cor_PC1_LFMMU1_temp" "cor_PC1_LFMMU1_sal" "cor_PC2_LFMMU1_temp" "cor_PC2_LFMMU1_sal" "cor_af_temp_noutliers" "cor_af_sal_noutliers" "nSNPs" "cor_FPR_temp_neutSNPs" "cor_FPR_sal_neutSNPs" "LEA3.2_lfmm2_mlog10P_tempenv_noutliers" "LEA3.2_lfmm2_mlog10P_salenv_noutliers" "LEA3.2_lfmm2_num_causal_sig_temp" "LEA3.2_lfmm2_num_neut_sig_temp" "LEA3.2_lfmm2_num_causal_sig_sal" "LEA3.2_lfmm2_FPR_neutSNPs_temp" "LEA3.2_lfmm2_FPR_neutSNPs_sal" "X....RDA1_temp_cor" "RDA1_sal_cor" "RDA2_temp_cor" "RDA2_sal_cor" "RDA_mlog10P_sig_noutliers" "RDA_RDA1Loading_cor_tempEffect" "RDA_RDA1Loading_cor_salEffect" "RDA_RDA2Loading_cor_tempEffect" "RDA_RDA2Loading_cor_salEffect"
"1231538" 1000 10 0.0693674387079495 0.0517124563287919 0.388705 3 4.86334014200953e-06 0 0.761272429154522 0.571823701205329 0.943272175887947 0.840821628727173 8 6 10275 5166 6 6 0 0 0 0 NA NA NA NA 0.00591873916504251 0.0107476165915338 0.00591873916504251 0.0107476165915338 0.180758006224942 0.516633262620376 0.333333333333333 0.999196464443552 0.998505231689088 0.000848855832631964 0.00159681461602351 0.475065447734376 0.692969105656974 0.345499587429344 0.878807723887972 0.166666666666667 0.666666666666667 0.99970255800119 0.999393571861734 0.99878308487983 0.997760358342665 0.000513878955115991 0.000994865150346275 0.00296009815231071 0.00646070948946431 0.28915632734368 0.558937858725466 0.315417035983829 0.307971902507014 0.184170210925016 -0.674595221192875 -0.906301145406658 -0.133170411858238 -0.116383149361061 -0.297073317246387 0.00187402709888093 -0.365197701447986 0.942380474775428 0.416845684966537 0.314767394763536 0.889440123672675 3362 3287 10281 0.319008904374758 0.344947735191638 0 0 0 0 0 0 0 0.581363587289556 0.813643889778457 0.813643889778457 -0.581363587289556 2489 0.156553176542136 0.774605359262825 0.413345469004763 -0.584363949069942
"1231539" 1000 10 0.074430996978166 0.0383069942800953 0.424701 3 2.8254972875226e-06 0 0.696332213859486 0.66114195821247 0.937854526430057 0.84019371270995 13 7 17689 8777 7 7 0 0.642422044020573 0 0.142857142857143 NA 0.888888888888889 NA 0 0.172146887377689 0.29999877732886 0.172146887377689 0.29999877732886 0.238341507616745 0.761713885893823 0.428571428571429 0.9953125 0.988593155893536 0.165630052887001 0.291805195129364 0.625419683249292 0.753290089789309 0.760423823409471 0.642422044020573 0.285714285714286 0.142857142857143 0.999438360011233 0.998858447488584 0.998964803312629 0.998366013071895 0.00185231313155534 0.00266874036639339 0.143642143357467 0.144648504223554 0.229011779583858 0.253072147610476 0.210534400343057 0.13977886808204 -0.253816476687668 -0.0171089585302437 -0.949760628197085 0.00324043421723254 -0.0567799090813743 -0.0161271913836085 -0.029005627077696 0.0112604056967648 0.978968731446313 0.99931932588421 -0.201127522887528 0.0152936115909261 3561 966 17696 0.199384755611257 0.0696137632448445 0 9 0 0 1 0 0 0.99999049309939 -0.00436047140034672 0.00436047140034669 0.999990493099394 640 0.674466777174294 -0.000131115261496073 0.0292353910058465 0.960748750053375
"1231540" 1000 10 0.079730893491235 0.0486911843403549 0.414271 4 2.59470679813181e-06 0 0.675338603084323 0.527553480025358 0.951349142954357 0.84472253914226 13 9 19261 9666 9 9 0 0.733359214917582 0 0.333333333333333 NA 0.857142857142857 NA 0 0.201620031156759 0.641729984041744 0.201620031156759 0.641729984041744 0.995740410055365 0.996983378415338 0.888888888888889 0.995876288659794 0.991285403050109 0.120546825883955 0.146828222829364 0.493658550970542 0.693357785636622 0.474610020148433 0.883828059769991 0.333333333333333 0.666666666666667 0.999434069043577 0.99882491186839 0.986870897155361 0.980456026058632 0.000509470006295212 0.000984589046201384 0.119714133466699 0.138331769931747 0.25528275189258 0.412651339540999 0.262682828803803 0.121841484060803 0.132159927081263 -0.0277221037230154 -0.967126431992975 0.0583315149495108 -0.00969068754129094 0.0156255833996569 -0.179323520331421 -0.0695083927405968 -0.982600889983677 -0.986404534094093 -0.121460453702355 -0.084910588033007 5301 457 19270 0.26381129733085 0.0311400786261121 0 21 0 0 3 0 0 0.996496332662065 -0.0836364692646572 0.0836364692646573 0.996496332662063 1940 0.656527293868187 -0.125699423462878 0.159543494838245 0.908875014316879
"1231542" 1000 10 0.0635457833467142 0.0326799321642069 0.427633 2 2.39911712489804e-06 0 0.824538272324019 0.69010797447543 0.948448646435911 0.857638642049019 14 9 20832 10476 9 9 0.408250425236933 0.805618885573028 0.111111111111111 0.444444444444444 0 0.902439024390244 0 0 0.332067288458062 0.572217023704867 0.332067288458062 0.572217023704867 0.624078960281869 0.88526084948364 0.555555555555556 0.996214988644966 0.99034749034749 0.196977297062328 0.512067450450956 0.666109390818806 0.794437467206979 0.682393023064858 0.805618885573028 0.333333333333333 0.444444444444444 0.99901832460733 0.998062015503876 0.992537313432836 0.988919667590028 0.111660775362104 0.112217328762226 0.128383907148487 0.167164119062955 0.189866896757231 0.328752282488056 0.199917604084144 0.125222785637092 -0.0333185235847591 0.018126409932474 -0.985316124146058 -0.0235839617214318 -0.0170187831336004 -0.00788610544719367 0.019534884254738 0.017380212633221 0.999366129938539 -0.998710139756921 -0.016433714619972 -0.038904431710232 3056 536 20841 0.147479954180985 0.034077892325315 1 41 1 0 4 0 0 0.999581794482094 0.0289177478367937 -0.0289177478367936 0.999581794482099 1321 0.522680388885071 -0.0125278732244619 -0.0744211333448464 0.855778487968904
"1231543" 1000 10 0.138253664287965 0.0967802639009543 0.375407 4 2.66084827843116e-06 0 0.639244954115273 0.407715470817976 0.890576619098997 0.829433087131475 12 9 18782 9583 9 9 0 0.237168816717399 0 0.111111111111111 NA 0.928571428571429 NA 0.75 0.00618636941109001 0.0348727180197564 0.00618636941109001 0.0348727180197564 0 0 0 NA NA 0.00404985458135597 0.00571988244024697 0.396232090663748 0.42727000600146 0 0.237168816717399 0 0.111111111111111 1 1 0.998765432098765 0.997402597402597 0.000313295195360638 0.000618561997367327 0.00789510125303501 0.0110037622340313 0.25874085209935 0.251592469068141 0.317367693533779 0.197799742003337 0.611690125307875 0.188079964783924 0.193499947085757 -0.409879307738967 -0.0265898325652288 -0.152662053201015 -0.440882519187858 0.412894724312631 0.14641654176017 0.695279024577579 -0.979247898077285 0.71758412653648 5921 810 18791 0.321715537931754 0.0400709589898779 0 14 0 0 1 0 0.000313054367108421 0.981741465592015 0.190220121799053 -0.190220121799054 0.981741465592014 0 0.509054318718897 0.187497990060957 0.0943027563320767 0.536834963850057
"1231544" 1000 10 0.0438920681840434 0.0140979081742518 0.50735 9 2.44654303469198e-06 65 0.962379537919666 0.9004429889305 NA NA 2631 316 20121 9987 316 0 0.496940794939625 NA 0.107594936708861 NA 0.993850605896184 NA 0.987518355359765 NA 0.0171655915221197 0.0332053552781776 NA NA 0 0 0 1 1 0.0100043727696002 0.0198695494034891 0.856396396396396 NA 0.767470757197829 0 0.360759493670886 NA 0.989498894620486 0.979628305932809 NA NA 0.0110141178123165 0.0217901449526489 NA NA 0.290780523632548 NA 0.408156513031992 0.0260088321234998 -0.993210194765995 -0.00130099128876177 -0.0218669723212905 -0.000840641085314084 -0.0468749166916893 -0.0012538648013214 -0.399289412736015 -0.000976684206783177 0.068273395529238 0.999602040948681 -0.996026357968456 0.00178608125608293 10856 0 20437 0.548913587663963 0 5529 0 34 2690 0 0.269350155201762 0 0.999999201154366 0.00126399787449125 -0.00126399787449165 0.999999201154369 19 0.355750423579065 NA -0.00888654371025447 NA
"1231545" 1000 10 0.0464644237149934 0.016077425104738 0.512979 9 2.29084578026207e-06 93 0.961106667721496 0.903708092435888 NA NA 3169 379 21447 10785 379 0 0.428596976074954 NA 0.0765171503957784 NA 0.988837567359507 1 0.979106628242075 1 0.0189369367803237 0.0369149027250795 NA NA 0.10592474393956 0 0.0211081794195251 0.996592844974446 0.993911719939117 0.011114065628521 0.0217493414775116 0.864012012012012 NA 0.798799744830191 0 0.469656992084433 NA 0.986873156342183 0.974094018337942 NA NA 0.0122846410709318 0.0237905397628991 NA NA 0.373245705406495 NA 0.479395783585252 0.0261786276023786 -0.98720116287744 -0.00113044668558122 -0.0637400024010105 -0.000285938226413742 -0.355316339359948 -0.000936796377295174 -0.63783219010538 -0.00149923321363632 0.402104378061605 0.995969235345241 -0.905498593046133 -0.0889000901063527 13560 0 21826 0.620584144645341 0 2598 3 29 1359 0 0.126008344923505 9.27213722763097e-05 0.999999533423365 0.000965998474328253 -0.000965998474328033 0.999999533423365 2348 0.326196585577452 NA -0.000141559098894066 NA
"1231546" 1000 10 0.0402166063227133 0.012281252080934 0.51214 9 1.17616616875632e-06 21 0.979940424093917 0.907702992978011 NA NA 3176 469 42042 21165 468 0 0.0558681897806083 NA 0.00854700854700855 NA 0.995180722891566 NA 0.990804597701149 NA 0.0117360317673366 0.0246494523792105 NA NA 0 0 0 1 1 0.00667065853873667 0.0132306521434215 0.858698698698699 NA 0.653372342651096 0 0.435897435897436 NA 0.993311475409836 0.986775573706729 NA NA 0.00675736073053123 0.0133173547637201 NA NA 0.362173889579887 NA 0.619539900965942 0.0138053697992527 -0.974021612293099 0.000440873780599673 -0.0110808887900148 0.00153066796974837 -0.0288656250815261 -0.000494520548281806 -0.79372477862389 0.00153304382079295 0.0409179171357197 -0.999946922939949 -0.998968692366932 3.05309256930485e-05 30500 0 42511 0.719206236711552 0 830 0 4 431 0 0.020363808173872 0 0.999999864742292 -0.000520110947491631 0.000520110947491902 0.999999864742292 13 0.38044207842419 NA 0.00685669735461785 NA
"1231547" 1000 10 0.0429730238255661 0.014508449614282 0.5077 9 2.11309272250866e-06 20 0.978256565542446 0.90788860609718 NA NA 3173 446 23216 11565 445 0 0.389946103454909 NA 0.0606741573033708 NA 0.989929130921298 NA 0.977195945945946 NA 0.0195293239613996 0.0387932012196167 NA NA 0.139681584303673 0 0.00672645739910314 0.997491638795987 0.994208494208494 0.0116920259871221 0.023148959204121 0.864124124124124 NA 0.703011376648584 0 0.465168539325843 NA 0.985661841102722 0.972666050442361 NA NA 0.0133053638929236 0.0263437772575835 NA NA 0.371496949329419 NA 0.464536114448843 0.0274848823047691 -0.989780746391032 0.000721966990820575 0.0116549397793025 -0.000794475001244225 -0.0387494642988363 -0.00059394912038741 0.610924219894104 0.0012334181444198 0.0506018202758329 -0.999951153346992 0.998350564379844 -0.0018401984361407 14437 0 23662 0.636921746649373 0 2681 0 27 1157 0 0.100043233895374 0 0.99999988871906 -0.000471764631950862 0.00047176463195088 0.999999888719061 1196 0.391999602358793 NA -0.0222982817738151 NA
"1231548" 1000 10 0.0458504714906404 0.0214960684440651 0.510727 10 8.68462647421534e-07 28 0.977858399785071 0.908218265760164 NA NA 2033 401 57172 28272 401 0 0.318004611713977 NA 0.281795511221945 NA 0.981529911735861 1 0.961314618281411 1 0.0175028437332337 0.0325964400847591 NA NA 0.349569624269436 0 0.15211970074813 0.996998031496063 0.993979470983024 0.00540187846252474 0.0107434880103778 0.678954371853072 NA 0.337213644127064 0 0.192019950124688 NA 0.995806100217865 0.991718649171865 1 1 0.00678093649556737 0.0134709585016942 NA NA 0.292138915261665 NA 0.196409581133639 0.0560635504862267 0.187082119302288 0.09032174159184 -0.886237897574772 0.022304739738133 -0.216237271569485 -0.0413563831970841 -0.796431103027307 0.0837747124131237 -0.999034497453791 -0.657312816152907 0.0377059801012355 0.752924910684953 18360 41 57573 0.326153084323712 0.000530560271646859 6118 884 113 2808 0 0.099320882852292 0.0175438596491228 0.999868948508154 0.0161890644942652 -0.0161890644942655 0.999868948508154 20320 0.230712008374506 NA 0.000269294821025843 NA
"1231550" 1000 10 0.0582579842392303 0.0195211917312252 0.497759 2 2.58424643373992e-06 103 0.947912258903535 0.884045963429441 NA NA 3307 393 18955 9573 393 0 0 NA 0 NA NA NA NA NA 0.0183392993371846 0.0352034129177778 NA NA 0.307512645528696 0 0.0585241730279898 0.992679821769573 0.98551637279597 0.016283979751533 0.0299008848700653 0.844034254436269 NA 0.594491876701031 0 0.272264631043257 NA 0.983573840957937 0.968976514931864 1 1 0.0217353116034996 0.0414479347388078 NA NA 0.301191998915913 NA 0.289644869483005 0.205126563876788 -0.974818310677238 -0.0512744065472307 0.045241832896568 -0.846007320131628 -0.0165880281329975 -0.0188770480395789 0.216659205856217 -0.526628728744175 0.059684978767408 0.996435326523229 0.989998982964899 -0.0313626531976774 6514 3261 19348 0.349106863052335 0.157944218113444 0 0 0 0 0 0 0 0.997846184317918 0.065597198432322 -0.065597198432322 0.997846184317919 3142 0.442684625059947 NA -0.0891018576036337 NA
"1231552" 1000 10 0.0662624341994996 0.0186186477713314 0.493933 3 2.33590282644242e-06 18 0.967508576849306 0.878751564867569 NA NA 3259 511 20894 10525 511 0 0 NA 0 NA NA NA NA NA 0.0214123305406597 0.0419881298789774 NA NA 0.194013629209495 0 0.0234833659491194 0.991897366644159 0.982857142857143 0.016525701115532 0.0328442000150476 0.836184184184184 NA 0.54273882821155 0 0.26614481409002 NA 0.969858156028369 0.947712418300654 1 1 0.0301156561259867 0.0627020187654386 NA NA 0.294731403371048 NA 0.225806722599414 0.211026726541659 -0.986488136940486 -0.0747422122291683 0.0756635984314382 -0.984466347934655 0.0209848478937048 -0.0174742199455808 -0.0367172596789827 0.0273497356503021 -0.0983542480819724 0.997812171269232 -0.994553462244983 -0.0574647672279425 4512 3516 21405 0.234204275534442 0.169881235154394 0 0 0 0 0 0 0 0.994544913872344 0.104309224379495 -0.104309224379495 0.994544913872342 1481 0.460638156082974 NA -0.0791005741880945 NA
"1231554" 1000 10 0.0579423372779612 0.0221147228240491 0.497005 3 2.77023657820378e-06 68 0.945255401513771 0.881894332453505 NA NA 3117 362 17687 8823 362 0 0.109391990653221 NA 0.00276243093922652 NA 0.909090909090909 NA 0 NA 0.0200470437017107 0.0406924885155645 NA NA 0.142203220962023 0 0.00828729281767956 0.99554234769688 0.98961937716263 0.0150835146621164 0.0295121046759557 0.842710710710711 NA 0.635288565366986 0 0.256906077348066 NA 0.979199284276448 0.962256493506494 1 1 0.0243854191701606 0.0467723738407513 NA NA 0.279612289939666 NA 0.226571243713888 0.126236745076122 -0.982670026965906 0.0104303797636236 -0.124625900275063 0.000428975195965463 -0.0243524809514595 -0.00802227010741685 0.00966856108865507 0.000969482256172213 0.149609406662956 -0.999283005930869 -0.98706674656997 -0.0155634829737509 4471 414 18049 0.268729457100759 0.0226680267482716 11 0 1 0 0 0 0 0.999954542785526 -0.00953479745935212 0.00953479745935223 0.999954542785525 673 0.441333050742219 NA 0.00663097724284994 NA
"1231555" 1000 10 0.0592033128486672 0.028139989148979 0.483759 2 2.5779840164991e-06 105 0.948103804206271 0.873164701012739 NA NA 3213 400 18995 9476 400 0 0 NA 0 NA NA NA NA NA 0.022216038240525 0.0436129678138468 NA NA 0.341029207116305 0 0.07 0.988333333333333 0.975778546712803 0.0146259140338191 0.0289449858480819 0.824857331907619 NA 0.53717492921164 0 0.285 NA 0.982826152455559 0.967923466516601 1 1 0.0189069414234444 0.0376641827257661 NA NA 0.30860960017261 NA 0.291940011750712 0.0999077554950396 -0.97027801341845 0.0557311851072786 0.0907270944284906 0.0277602391133459 -0.0481805848597436 -0.0650967936205767 0.386980766523322 0.00810145391801224 0.151086705080444 -0.97800450289312 0.978548078005103 -0.188971826709206 6638 130 19395 0.363022372308991 0.00580413676656817 0 0 0 0 0 0 0 0.997911307455136 -0.0645989353873619 0.0645989353873618 0.997911307455137 2400 0.437448554584567 NA 0.0874543948730269 NA
"1231556" 1000 10 0.0502875860132446 0.0187670996058393 0.503958 9 1.13334995579935e-06 19 0.974648978008013 0.896616827587622 NA NA 3350 531 43586 21924 528 0 0.0431457524557652 NA 0.0208333333333333 NA 0.969359331476323 NA 0.92948717948718 NA 0.0126552378301332 0.025792325377112 NA NA 0 0 0 1 1 0.00722305127764513 0.0142998210162897 0.764712712712713 NA 0.638059386805361 0 0.376893939393939 NA 0.993394410144062 0.986996013853493 1 NA 0.00742868665136595 0.0146347910715111 NA NA 0.348638290338017 NA 0.597135608538833 0.0337266261490585 -0.97035207595439 -0.000166735007629118 0.0292977199771539 -0.000144721707351715 -0.0730905263931394 -0.000110515940422812 0.793817955021896 0.000698718162008721 0.105665050677165 -0.999972026030904 0.994203049238982 0.00347272276308226 30126 1 44117 0.688925378580551 0 359 0 11 145 0 0.00661375661375661 0 0.999999993561938 -0.000113472997005046 0.000113472997005192 0.999999993561939 9 0.264642401788786 NA 0.000111215903143835 NA
"1231557" 1000 10 0.0548142561079165 0.0171320037582746 0.496649 3 2.35017626321974e-06 22 0.970059333351452 0.887787217100708 NA NA 3351 485 20790 10540 484 0 0 NA 0 NA NA NA NA NA 0.021830764441475 0.0431495985176661 NA NA 0.193485582456397 0 0.022680412371134 0.992323796231682 0.982055464926591 0.0156441350720471 0.0309142160660864 0.85064034162401 NA 0.59496245386569 0 0.287190082644628 NA 0.968686641135391 0.946061311602639 1 1 0.0317382021767868 0.0656018180024527 NA NA 0.320688875046928 NA 0.226652839657105 0.105073493164188 -0.988418677335071 0.00476155711620456 -0.0109730671073088 0.0114668247607495 -0.0112358938246948 0.00164106609675523 0.00771516962874052 -0.0109534895373651 0.0221092183941253 0.999201641218348 -0.999128996168233 -0.0259482176104313 4439 143 21275 0.231309297912713 0.00768500948766603 0 0 0 0 0 0 0 0.999996167095205 -0.00276871719307956 0.00276871719307942 0.999996167095208 1433 0.487844451615131 NA -1.60424429268677e-05 NA
"1231559" 1000 10 0.120951288246354 0.0473342447166775 0.497615 9 2.50551212667869e-06 60 0.963542462911129 0.904383954522565 0.70701700281276 0.661665691216403 2653 533 19423 9676 184 349 0.699126732522514 0.0890690767901283 0.255434782608696 0.0171919770773639 0.993251974156497 0.625 0.986313337216075 0 0.012154820627019 0.0490591605843505 0.0682050753702384 0.223687328603854 0.0314039256229038 0.148579068491601 0.0187617260787993 0.924812030075188 0.565217391304348 0.0297646883458878 0.0675668825782577 0.864267131398963 0.446391284067529 0.84657262174981 0 0.423913043478261 0 0.992660205137856 0.98571166880381 NA NA 0.00708836923520829 0.0142683301753651 0.0502966867508802 0.111216198054572 0.301029272894952 0.0446947950335147 0.407719531193921 0.0319505650381964 -0.991333008625766 -0.00633827750246638 -0.0108501674998674 0.0101073670238663 -0.00786164003849275 -0.00639784480574814 -0.484335899676214 -0.0103042740423562 0.0180957006807707 0.999464635859619 -0.998613977639538 0.00725830081071945 10627 0 19956 0.556118230673832 0 6965 16 47 3387 6 0.350041339396445 0 0.999979392853005 0.00641980290467783 -0.00641980290467804 0.999979392853007 133 0.29361540195486 -0.00818508660788763 -0.00119155646858355 0.590346506138069
"1231561" 1000 10 0.117906562401599 0.0393124545865412 0.508403 9 1.16368375730212e-06 24 0.978005286472519 0.903931671874888 0.817117987722411 0.690805626268631 3463 756 42211 21178 274 481 0.112312424339445 0.24297957784842 0.0109489051094891 0.0311850311850312 0.992537313432836 0.625 0.986725663716814 0 0.00769005361718948 0.0279305308400562 0.0692587273098281 0.193108419474616 0.00808832333621423 0.267980206832383 0.0251322751322751 0.846774193548387 0.208333333333333 0.0303157316344156 0.0791433322099859 0.856456456456456 0.353189189189189 0.741065379579771 0 0.45985401459854 0 0.995962703066423 0.9920724801812 NA NA 0.00395662008060268 0.00793106772981269 0.0458027123751373 0.0967486832894232 0.383530885216772 0.0338634688237978 0.642439530458593 0.0163484435878754 -0.973809631932654 0.00204986714254909 0.00966128599285372 -0.000938213503230293 -0.0220646664186599 -0.00193092202387324 0.830209400876332 -0.00119955501410821 0.032676218011732 -0.999966274609148 0.999304324834549 0.00167599259117883 31209 0 42967 0.744546227216923 0 402 40 3 223 15 0.010529795070356 0 0.999997989905371 -0.00200503995345857 0.00200503995345882 0.999997989905373 124 0.241571080668098 -0.0216318015037908 -0.036124094446798 0.642440819727596
"1231564" 1000 10 0.0483580982039225 0.0181782352241091 0.597447 7 2.75406224180666e-06 73 0.940468650947682 0.881319047303811 0.93576777095665 0.865258379658701 3361 432 17723 8732 223 209 0 0 0 0 NA NA NA NA 0.011126426170508 0.0235932058569291 0.0159725867245012 0.0331139759938304 0.177018780650186 0.259678506396327 0.0416666666666667 0.983812949640288 0.96218487394958 0.019359585094171 0.0382786532879551 0.834647151096309 0.82063427554574 0.687220927937708 0.678209409576917 0.304932735426009 0.263157894736842 0.983928149373671 0.970214629872974 0.986775667227699 0.975663716814159 0.0150131443895121 0.0307765797312944 0.0136444039656981 0.0280794674670228 0.276829855218024 0.266112383826428 0.226159826411111 0.222039280270487 0.819266768660442 -0.546056368090396 -0.544424627879258 -0.820536163946985 -0.0335081364912247 -0.0325822107023703 -0.00975291685402902 0.0565736540136626 -0.58068622190214 0.850026391336876 -0.81248200936217 -0.525584809113642 4231 4159 18155 0.253664681630783 0.252519468621164 0 0 0 0 0 0 0 -0.809059813637944 0.587726312118263 -0.587726312118262 -0.809059813637946 1112 -0.36396713024133 0.202876562157323 -0.260057821259751 -0.336881143612409
"1231566" 1000 10 0.0449956129140988 0.0176596080505054 0.604078 14 1.09786355751707e-06 30 0.971243993252197 0.883096599248125 0.968257437154537 0.877448054553402 3543 692 44851 22562 327 362 0.134215319594752 0.0599317466680089 0.0275229357798165 0.00552486187845304 0.98292220113852 0 0.961206896551724 0 0.00888842305293099 0.0195362440287588 0.0257479214487514 0.0477022730330754 0 0 0 1 1 0.0102207062929385 0.0207976965775935 0.78038038038038 0.772128128128128 0.66966923670881 0 0.35474006116208 0 0.996286455165349 0.992627899586908 1 1 0.00446560888393168 0.00887797234294336 0.0280761002735012 0.0593211439425457 0.356033604871554 0.185182388489842 0.59963739902362 0.0593669612682472 -0.971353290614744 -0.000337670656026213 -0.0333227021633748 0.00545891279556521 -0.0858041573249047 -0.000118699875612085 -0.755204196700375 -0.00655022545182196 0.12270349064324 -0.999972127211954 -0.992269016877278 -0.000455166652995258 31237 21 45543 0.692270188813048 0.000487545430369648 527 2 9 223 2 0.00988387554294832 0 0.99999998077977 -0.000196062385339648 0.000196062385339471 0.999999980779771 17 0.300584060207615 -0.00302269702367743 0.00334464944520759 0.496568952201782
"1231567" 1000 10 0.0520094594311957 0.017679703124109 0.594473 3 2.33819678264123e-06 26 0.9644197055507 0.868935161951498 0.962484460917751 0.868087247475292 3447 636 20748 10370 296 339 0.0463549041165949 0 0.00337837837837838 0 0 NA 0 NA 0.0137333821263851 0.0280741951724494 0.0224878968987791 0.0499846446995618 0.363095298538285 0.207937328736041 0.0471698113207547 0.98182919442762 0.95850622406639 0.0235527965565429 0.0463701140223848 0.836516516516516 0.833925925925926 0.689133757451553 0.623823201917839 0.27027027027027 0.271386430678466 0.980530542711122 0.965367965367965 0.976398152898923 0.95666509656147 0.0273166415855181 0.0590199820272652 0.0221763955359662 0.0449542917080766 0.303345567810946 0.305669402236525 0.22188705461402 0.21485112883466 0.906760119736588 -0.382422186965847 -0.38022590201047 -0.911194335080462 0.0270626215670611 -0.0251105051484999 -0.0911412201222818 -0.0128296339859958 0.411309678058726 0.931247260891448 0.910877895095522 -0.363064074166994 4109 3898 21384 0.215043394406943 0.195853423336548 1 0 1 0 0 0 0 -0.941538959468539 0.336904122567383 -0.336904122567382 -0.941538959468541 1651 -0.396337676810908 0.114293849639338 -0.154804408958612 -0.44897978971196
"1231568" 1000 10 0.0623032889802839 0.037447804519325 0.581424 3 2.23954134193317e-06 51 0.957697168227262 0.852514982364089 0.95497869032505 0.833198276548949 2406 455 21871 11072 223 232 0.190344745389877 0 0.0807174887892377 0 0.989430416911333 NA 0.980645161290323 NA 0.011448370006308 0.0250351160863064 0.0120587180620238 0.0262857340619275 0.287464589046306 0.124490269784568 0.0549450549450549 0.99516253869969 0.98937074829932 0.0123726755499429 0.0245543614212694 0.656757846697847 0.695175219499126 0.417196913470345 0.324147009765534 0.179372197309417 0.15948275862069 0.990630124150855 0.982308712958868 0.997066751228793 0.994390539721043 0.00771906386534387 0.0150612980273997 0.00606539015055895 0.0119561091027569 0.27931745760464 0.243709573232257 0.31985686148554 0.419735686981511 -0.409584812651158 -0.570484968986928 -0.598228698231626 0.59789836342269 -0.216198352658063 -0.346646961009065 -0.640216928953578 -0.7603555967047 0.960967164425385 0.944037944838851 -0.271340840533416 0.326598491406411 4269 12614 22326 0.200596098265896 0.592395231213873 1703 0 18 912 0 0.0823699421965318 0 0.212472713340901 0.977167000100574 0.977167000100571 -0.212472713340901 5168 0.0530261042852873 0.251479452878043 0.28262360499674 -0.0519519230593988
"1231569" 1000 10 0.0654153559755953 0.0242628816792346 0.603243 7 2.74137836504194e-06 93 0.941988587105367 0.868312565279526 0.932046522392362 0.846623094289179 3438 515 17724 8985 219 296 0.171119323440581 0 0.0136986301369863 0 0.7 NA 0 NA 0.0149168144635726 0.0350360497504862 0.0426367735854098 0.100414868107677 0.32793853713597 0.188030849915955 0.0330097087378641 0.978934324659232 0.939285714285714 0.0287130225504585 0.0565555311879127 0.822732377844247 0.778998998998999 0.661249551156305 0.251226035449598 0.255707762557078 0.111486486486486 0.985006693440428 0.972562469377756 0.970770593445527 0.954038997214485 0.0186396430716959 0.0419630317666576 0.0251904643585204 0.051019617574151 0.26347267070199 0.214780883554804 0.210756603824032 0.148515081254528 -0.0841721373589198 0.0158527984581962 -0.979592059023641 0.0200446266095565 -0.0174542700325961 -0.0181273491430993 -0.0233818181913093 0.0183339981929898 0.997250838527347 -0.998978302029144 -0.0680094073935707 -0.0346597052722655 3735 1129 18239 0.220923761825264 0.0762381747356706 10 0 3 0 0 0 0 0.999592540575592 -0.0285438754487837 0.0285438754487837 0.999592540575592 807 0.38043566315741 -0.0169876539266878 0.0375865270327168 0.525898752616496
