seed mutID muttype p mut1-mat-Effect mut2-MTWetQ-Effect mut3_MTDQ-Effect mut4_PDM-Effect mut5_PwarmQ-Effect mut6_PWM-Effect
892657863 108120 m2 0.00180316 -0.125807 -0.0654328 -0.0871463 0.0742895 -0.0886308 0.0715463
892657863 77372 m2 0.000232666 0.0270185 0.165294 0.0628446 -0.0769507 -0.0981562 -0.0990267
892657863 136501 m2 5.81666e-05 0.0600186 0.0937445 -0.0290413 0.0111254 -0.104874 0.0466421
892657863 134695 m2 0.000290833 0.0789818 -0.0108961 0.0734902 0.149789 0.0776773 0.142376
892657863 136460 m2 0.0001745 -0.0474727 -0.0081032 -0.0807594 0.101019 -0.0621497 -0.191355
892657863 5551 m2 0.00994649 -0.0486321 0.0642987 -0.0240225 -0.0220836 -0.0137981 0.013574
892657863 135147 m2 0.0001745 -0.0689058 -0.0336557 -0.139554 0.0663275 -0.102087 0.0349275
892657863 7758 m2 0.0558399 -0.0730063 0.013506 -0.0642241 0.0984132 0.0387104 0.118526
892657863 136408 m2 0.000290833 0.0433292 -0.046324 -0.0580441 -0.0139295 -0.0259648 -0.0581267
892657863 27127 m2 0.0193113 -0.0218763 -0.0202497 -0.0139536 -0.0858663 -0.0277032 0.0261393
892657863 131355 m2 5.81666e-05 0.0524871 -0.00149418 0.0525129 -0.0727199 0.114218 0.00585345
892657863 136516 m2 5.81666e-05 -0.0538314 0.108799 -0.0225611 -0.0451831 -0.0475508 0.0160883
892657863 129878 m2 0.000116333 0.0839035 0.0146667 0.128838 -0.142857 -0.026507 -0.023098
892657863 83210 m2 0.012215 0.0226968 0.121673 -0.0640753 -0.064631 0.040286 0.0110726
892657863 31378 m2 0.00465333 0.0223582 -0.00218156 -0.064633 0.0219271 -0.0174731 -0.10529
892657863 123489 m2 0.00319916 -0.0574896 0.0169388 -0.000458643 -0.043146 0.000338994 -0.0971416
892657863 5521 m2 0.00494416 -0.00225393 0.0988726 0.0174211 -0.0559394 -0.0307106 0.0937348
892657863 130933 m2 0.000465333 -0.0504972 -0.0599059 -0.0501825 0.099018 0.0685717 -0.0293126
892657863 10990 m2 0.0123313 -0.0873701 0.042348 -0.144681 0.089624 -0.0294526 0.0420153
892657863 77209 m2 0.00407166 0.0293057 0.123345 0.0139128 -0.106076 -0.0470209 0.0603648
892657863 106070 m2 0.00127966 -0.099991 -0.0412071 0.0920556 0.00932243 0.0850886 -0.104691
892657863 113014 m2 0.00389716 0.0162148 -0.00856423 -0.00797967 -0.0281674 -0.0642068 -0.00611448
892657863 135468 m2 0.0001745 0.0216954 -0.0526949 -0.00510927 -0.0653406 -0.0457876 -0.0229203
892657863 10753 m2 0.0166938 0.0381822 0.0828588 -0.0365448 -0.174082 -0.0882855 0.0104419
892657863 128219 m2 0.000930665 0.0540175 -0.0842531 -0.103469 -0.0595637 -0.011314 0.0733759
892657863 5897 m2 0.0139018 -0.0969314 -0.0278904 0.0943173 0.125704 0.0492223 -0.14171
892657863 136420 m2 0.000116333 0.0242694 0.062251 0.0225024 0.0283913 0.10118 0.012918
892657863 6697 m2 0.10819 0.0701309 -0.0728136 0.0175756 0.0346137 0.0464292 -0.00381508
892657863 136515 m2 5.81666e-05 0.0925456 0.0957217 -0.0522555 0.150261 -0.0396325 0.0223798
892657863 136146 m2 0.000116333 0.0172353 0.0753658 0.0891201 0.106893 -0.00556704 0.09871
892657863 9060 m2 0.0289088 -0.0203662 -0.0370493 0.0435584 0.257873 0.112173 0.0262243
892657863 135749 m2 0.0001745 0.00693179 -0.0479912 0.103968 0.0492281 0.0755055 -0.0615677
892657863 136165 m2 0.0001745 0.0426683 0.0340856 -0.113419 -0.0882283 3.55565e-05 -0.150382
892657863 134798 m2 0.0001745 -0.0802433 0.00559233 0.0510515 -0.042049 0.0559156 -0.00284594
892657863 134766 m2 0.0001745 -0.0410007 0.0325301 -0.081286 0.00749169 -0.0525775 -0.137245
892657863 135437 m2 5.81666e-05 -0.00262247 0.080403 0.0127325 0.109607 -0.127669 0.112803
892657863 6019 m2 0.0125058 0.0317779 0.0335889 0.130824 0.0090642 0.00191525 -0.143908
892657863 133599 m2 0.000232666 -0.0820946 0.00998926 0.0860954 -0.0387151 -0.0260106 -0.128347
892657863 135747 m2 0.000349 0.00697748 -0.131465 -0.0427843 0.00626506 0.00512581 -0.170741
892657863 126075 m2 0.000290833 -0.106636 -0.00993533 0.0536396 -0.093299 0.0740185 0.0136798
892657863 136443 m2 5.81666e-05 0.0824455 0.12229 0.00575909 -0.0043498 0.0360853 0.0133166
892657863 135354 m2 0.000523499 -0.043762 0.0398102 -0.0348018 0.0579966 0.00092901 0.0294452
892657863 132837 m2 0.0001745 -0.0124705 0.11207 0.0694155 -0.0586257 0.0777165 -0.0593715
892657863 136439 m2 0.000116333 -0.119206 -0.0148191 -0.00158707 -0.0341118 -0.0836973 0.0942547
892657863 123538 m2 0.01047 -0.0721613 0.0613485 -0.0444543 0.0539769 -0.0132304 0.00871434
892657863 136282 m2 5.81666e-05 0.104796 0.0518401 -0.0888386 0.0857808 0.0157021 0.152193
892657863 136434 m2 5.81666e-05 -0.135165 -0.171391 -0.0107534 -0.0243188 0.0236548 -0.0150545
892657863 135826 m2 0.000116333 0.022571 -0.0235225 -0.0352862 0.0810226 -0.0607056 -0.008539
892657863 135495 m2 0.0001745 0.115312 0.0463449 0.142114 -0.00850883 -0.0861551 0.0937118
892657863 135630 m2 5.81666e-05 -0.0217513 -0.000785232 0.142861 0.0427431 0.109217 -0.11174
892657863 135170 m2 5.81666e-05 0.0669573 -0.0421545 0.0693761 -0.0985847 -0.00152317 -0.0112015
892657863 135935 m2 5.81666e-05 -0.034616 -0.0150823 0.0306884 0.0654819 -0.0963763 0.024192
892657863 136353 m2 0.000116333 -0.0100827 0.0243121 0.0808098 0.106951 -0.00666987 -0.117956
892657863 136086 m2 5.81666e-05 -0.0566408 0.054468 0.0403719 -0.100288 -0.0390805 -0.0133354
892657863 136458 m2 5.81666e-05 -0.0194372 -0.0499943 0.0150242 0.00567241 -0.0354755 -0.0673906
892657863 136425 m2 5.81666e-05 -0.0837454 -0.00562214 -0.191489 -0.128521 -0.0589383 -0.0109848
892657863 136281 m2 0.000232666 -0.0379787 -0.0922596 0.0524403 -0.139114 0.00271402 0.0102856
892657863 136319 m2 5.81666e-05 0.118496 0.0263128 -0.102395 -0.114936 0.0576167 -0.110534
892657863 136006 m2 0.000290833 0.0880553 0.0268095 0.0316984 -0.00520658 0.0402694 -0.0187823
892657863 135947 m2 0.0001745 -0.0267003 -0.00823756 0.0706967 -0.0680704 0.0710881 -0.0573658
892657863 136512 m2 5.81666e-05 -0.0826336 -0.0659165 -0.0741056 -0.136089 0.0148004 -0.0417065
892657863 136341 m2 5.81666e-05 -0.072127 -0.198946 -0.141111 -0.0463286 0.0656865 0.0151477
892657863 136413 m2 5.81666e-05 0.00787331 -0.1639 -0.0654927 0.036765 0.100291 0.0962277
892657863 136317 m2 5.81666e-05 0.118168 0.0400745 -0.0173773 0.093859 -0.0615905 -0.114792
892657863 136441 m2 0.000116333 0.175889 -0.171289 -0.0594648 -0.0143568 0.0135225 -0.0380482
892657863 136391 m2 5.81666e-05 0.0226184 0.0403435 0.0815989 0.110228 0.133427 0.0394999
892657863 136339 m2 0.000116333 -0.0796654 0.035181 -0.0705178 -0.0200017 0.0304702 0.0123453
892657863 136280 m2 5.81666e-05 -0.203268 0.167155 -0.0138269 0.0700929 0.123233 -0.223149
892657863 136183 m2 0.000465333 0.0767614 0.23897 -0.0280879 0.0419886 -0.118377 -0.000864927
892657863 135985 m2 5.81666e-05 -0.0338664 0.0267061 -0.0385338 0.226092 0.118983 -0.035979
892657863 136316 m2 5.81666e-05 -0.0109211 0.0690264 0.027674 -0.00982722 -0.0117457 0.113455
892657863 136345 m2 5.81666e-05 0.0850871 0.207654 0.0276626 -0.0470727 0.0417587 -0.092111
892657863 136297 m2 5.81666e-05 -0.0132993 -0.0381586 0.127409 0.22348 -0.153214 -0.0967551
892657863 136414 m2 5.81666e-05 0.015533 -0.0285519 -0.0114984 0.00861449 -0.00355841 -0.0729874
892657863 136261 m2 0.000116333 -0.0905212 -0.0362045 -0.135343 -0.111697 0.18286 0.0251911
892657863 136262 m2 0.0001745 0.00393443 -0.0793049 -0.0234981 0.00460292 0.0919529 -0.0221415
892657863 136456 m2 5.81666e-05 0.0774239 -0.0911383 -0.0278457 -0.0738384 -0.103362 -0.113442
892657863 136406 m2 0.000116333 -0.115406 -0.0378054 0.136074 0.0625457 -0.115139 -0.0569408
892657863 136403 m2 5.81666e-05 -0.0694659 -0.0266745 -0.178117 -0.0977948 -0.0478214 -0.0466057
892657863 136454 m2 5.81666e-05 -0.0149517 0.0923211 0.106799 -0.0416738 0.192225 0.0134485
892657863 136421 m2 0.000116333 0.10621 0.0443432 -0.0933132 -0.0504837 -0.129691 0.0426217
892657863 136401 m2 5.81666e-05 0.17333 0.034524 0.176416 -0.034911 0.166429 -0.0468853
892657863 136387 m2 5.81666e-05 0.0760353 -0.00731588 -0.00357012 0.0347549 0.179355 -0.129
892657863 136532 m2 5.81666e-05 -0.047423 0.019191 -0.0276709 0.141634 0.121419 -0.179762
892657863 136533 m2 5.81666e-05 -0.0350085 0.0124537 0.109941 -0.100746 -0.0220552 0.0717447
892657863 136534 m2 5.81666e-05 0.0146792 -0.0661339 -0.183523 0.049859 0.0618704 -0.106989
892657863 136535 m2 5.81666e-05 0.166119 0.00405069 -0.203954 -0.135163 0.0319446 0.0626496
892657863 136536 m2 5.81666e-05 0.0316835 -0.168199 -0.060093 0.127254 -0.115692 -0.217281
892657863 136537 m2 5.81666e-05 0.2055 -0.0397731 -0.00704118 0.198114 -0.060143 -0.00286647
892657863 136538 m2 5.81666e-05 -0.0370577 -0.0579493 -0.0182566 -0.0244169 0.0509815 -0.0766016
892657863 136539 m2 5.81666e-05 -0.0512456 0.116892 -0.0721144 -0.294251 0.110243 0.167239
892657863 136540 m2 5.81666e-05 -0.0194502 0.17184 -0.0224416 -0.0707772 -0.0592072 -0.0171436
892657863 136541 m2 5.81666e-05 0.0385539 0.0222054 0.0736166 0.0766853 0.123485 0.161256
892657863 136542 m2 5.81666e-05 -0.0193047 -0.170755 0.0401646 -0.0141147 0.114035 0.0441633
892657863 136543 m2 5.81666e-05 -0.0093458 -0.23922 -0.00443558 -0.000190975 0.0295395 -0.0897669
892657863 136544 m2 5.81666e-05 -0.127583 -0.0619516 -0.0928844 -0.0835425 0.0454932 -0.0784605
